LinkItemsToUMLSCUIID	ItemPTR	CUI	ItemToUMLSCUILinkTypePTR
732	4221	C0014089	0
14896	4221	C2945606	0
733	4222	C0018022	0
734	4224	C0014118	0
8682	4248	C0014145	0
736	4252	C0007103	0
10545	4252	C0476089	0
15251	4252	C1883486	0
737	4263	C0014173	0
738	4269	C0014175	0
9197	4269	C0269102	0
14882	4269	C1536148	0
739	4283	C0014179	0
740	4283	C0034215	0
743	4291	C0014183	0
10061	4291	C0553980	0
10062	4291	C0238249	0
744	4295	C0079281	0
19311	4295	C4316927	0
745	4297	C0021932	0
746	4299	C0014277	0
747	4301	C0011989	0
13778	4301	C1832273	0
749	4304	C0014323	0
7692	4304	C0014324	0
9660	4317	C0014327	0
10410	4317	C0086225	0
751	4319	C0205792	0
752	4322	C0086229	0
753	4326	C0014394	0
4817	4326	C0270327	0
754	4328	C0014457	0
13152	4328	C2240374	0
13709	4328	C1636667	0
13831	4328	C1306759	0
34658	4328	C4554124	0
755	4329	C0014479	0
11185	4329	C0304425	0
11437	4329	C0304426	0
8680	4334	C0079298	0
757	4338	C0079293	0
758	4342	C0014534	0
759	4342	C0029191	0
11587	4342	C0149881	0
760	4345	C0002913	0
11595	4353	C0238154	0
17895	4353	C0877172	0
762	4360	C0014541	0
763	4366	C0014544	0
764	4375	C0014583	0
765	4378	C0014586	0
766	4381	C0033567	0
6883	4381	C0354594	0
767	4387	C0021345	0
768	4409	C0253563	0
11643	4409	C0950902	0
771	4410	C0266919	0
772	4414	C0008310	0
773	4417	C0014704	0
5234	4417	C0059514	0
774	4420	C0014710	0
11438	4420	C0086248	0
775	4427	C0221252	0
776	4428	C0014733	0
9594	4432	C0014738	0
10912	4432	C1276801	0
11484	4432	C0014736	0
779	4438	C0494853	0
780	4439	C0014740	0
781	4440	C0263357	0
782	4442	C0085273	0
783	4442	C0085274	0
784	4443	C0085659	0
5714	4450	C0014518	0
785	4450	C0014742	0
786	4450	C0038325	0
34583	4450	C4553302	0
34584	4450	C4554073	0
34585	4450	C4554096	0
787	4458	C0263324	0
788	4461	C0014743	0
789	4466	C0041834	0
790	4476	C0014804	0
791	4478	C0014809	0
3992	4482	C0014806	0
792	4482	C0059566	0
13432	4482	C0014810	0
13433	4482	C0059562	0
793	4484	C0162568	0
794	4484	C0349426	0
795	4491	C0014822	0
3960	4491	C0357126	0
10064	4491	C0937950	0
10225	4491	C0376541	0
13375	4491	C0357131	0
17896	4491	C2976467	0
797	4496	C0014834	0
5715	4496	C0014836	0
798	4509	C0025362	0
4420	4509	C0338976	0
799	4509	C0683322	0
7576	4509	C0751265	0
9287	4509	C0549491	0
11639	4509	C0917816	0
12299	4509	C1321592	0
14966	4509	C0848034	0
17202	4509	C3714756	0
800	4512	C0085580	0
6502	4529	C0014962	0
802	4529	C0014963	0
803	4534	C0014964	0
11229	4534	C0546863	0
804	4540	C0015011	0
805	4565	C0015021	0
806	4568	C0015043	0
808	4577	C0015083	0
4475	4582	C0037507	0
809	4582	C0086268	0
9498	4582	C0015121	0
810	4589	C0015133	0
4975	4589	C0059874	0
12554	4589	C0733688	0
811	4593	C0015137	0
812	4602	C0061078	0
11533	4602	C0700602	0
11959	4602	C0874067	0
813	4604	C0036215	0
10267	4604	C0553580	0
15589	4604	C3541889	0
17783	4604	C0684337	0
814	4610	C0015237	0
815	4616	C0015259	0
12572	4620	C1304755	0
817	4623	C0577943	0
818	4624	C0410877	0
819	4629	C0162292	0
9907	4629	C0152221	0
11912	4629	C0751526	0
5424	4630	C0002390	0
821	4630	C0494666	0
822	4638	C0002986	0
823	4657	C0015526	0
825	4660	C0039685	0
826	4676	C0085639	0
12972	4676	C0344329	0
827	4678	C0032580	0
829	4688	C0343068	0
15205	4690	C1704417	0
830	4693	C0338484	0
831	4697	C0023817	0
832	4707	C0020445	0
833	4717	C0020474	0
834	4724	C0020479	0
835	4730	C0020480	0
836	4737	C0268689	0
13791	4741	C2316649	0
838	4745	C0015625	0
7089	4757	C0015648	0
839	4757	C0015652	0
10190	4757	C1331532	0
840	4766	C0013928	0
841	4777	C0009952	0
843	4780	C0060135	0
6421	4783	C0877860	0
845	4786	C0021361	0
14566	4786	C0151639	0
846	4788	C0264963	0
847	4793	C0019288	0
6605	4798	C0553682	0
12608	4798	C0919890	0
17647	4798	C3853499	0
8880	4799	C0016034	0
11502	4799	C0205765	0
12341	4799	C0016024	0
6145	4802	C0878558	0
850	4806	C0042133	0
851	4815	C0085786	0
13153	4815	C1800706	0
41046	4815	C4721507	0
6645	4824	C0013884	0
853	4831	C0060389	0
854	4834	C0156604	0
855	4835	C0342739	0
7867	4836	C0015689	0
856	4836	C0016157	0
857	4839	C0021833	0
858	4843	C0549148	0
859	4847	C0221242	0
860	4852	C0016202	0
861	4855	C0016277	0
862	4858	C0016278	0
863	4864	C0016280	0
5161	4864	C0616274	0
864	4867	C0016293	0
6147	4869	C0878559	0
865	4872	C0016360	0
866	4875	C0016365	0
11231	4875	C0733380	0
867	4877	C0016367	0
10086	4877	C0770891	0
13333	4877	C0060578	0
868	4879	C0016384	0
869	4882	C0015930	0
6880	4889	C0233256	0
11604	4889	C0269699	0
871	4894	C0016412	0
872	4899	C0016410	0
4924	4899	C0178638	0
873	4901	C0023413	0
6450	4901	C0731033	0
13579	4901	C1881372	0
14340	4901	C2721771	0
874	4903	C0016424	0
7677	4903	C0524639	0
5098	4903	C0733758	0
9880	4903	C0016774	0
10337	4903	C0724588	0
13385	4903	C1268876	0
13386	4903	C0060787	0
876	4907	C0341808	0
11717	4907	C1384586	0
877	4910	C0274258	0
15820	4927	C0015401	0
879	4932	C0020498	0
880	4934	C0070895	0
881	4938	C0232240	0
17367	4938	C3853525	0
882	4939	C0016658	0
883	4957	C0347788	0
884	4962	C0016665	0
885	4968	C0015806	0
886	4973	C0016667	0
9661	4977	C0264099	0
888	4980	C0016719	0
889	4998	C0278204	0
890	5001	C0268160	0
891	5003	C0016751	0
892	5012	C0016756	0
14842	5012	C2931660	0
893	5014	C0016860	0
894	5031	C0060812	0
11443	5031	C0776675	0
14676	5037	C2939465	0
896	5044	C0060926	0
897	5053	C0152243	0
898	5056	C0016952	0
11687	5056	C0268151	0
899	5075	C0156215	0
34734	5075	C4554021	0
900	5078	C0000503	0
8965	5078	C0673093	0
901	5083	C0239702	0
902	5084	C0017066	0
11442	5084	C0282399	0
903	5092	C0017098	0
904	5094	C0017097	0
905	5101	C0017102	0
5219	5101	C0051200	0
906	5101	C0331590	0
10196	5101	C0993630	0
10714	5101	C0885057	0
13404	5101	C1119842	0
7302	5103	C0017118	0
7712	5103	C0032763	0
908	5107	C0017134	0
6148	5110	C0878560	0
909	5115	C0038358	0
34792	5115	C4553317	0
3973	5122	C0030859	0
911	5122	C0376180	0
22494	5122	C4520797	0
912	5124	C0017205	0
15110	5124	C1961835	0
913	5141	C0044923	0
914	5153	C0017245	0
915	5155	C0002915	0
916	5155	C0392008	0
917	5181	C0017436	0
9336	5181	C0546866	0
17171	5181	C3854019	0
919	5195	C0085207	0
922	5208	C0341934	0
17426	5208	C0852036	0
923	5213	C0017535	0
924	5213	C0017536	0
925	5218	C0017551	0
926	5220	C0040517	0
927	5222	C0017589	0
4418	5222	C0033818	0
8329	5222	C0854322	0
929	5226	C0017601	0
7710	5226	C0028840	0
6874	5226	C0234708	0
930	5227	C0154946	0
931	5234	C0017612	0
11610	5234	C0339573	0
932	5236	C0149893	0
933	5240	C0017628	0
934	5245	C0017658	0
11934	5245	C1704377	0
935	5252	C0017675	0
936	5253	C0017687	0
10562	5253	C0876232	0
11232	5253	C0795614	0
22495	5253	C0772088	0
938	5255	C0061355	0
939	5257	C0017689	0
940	5267	C0017814	0
941	5270	C0017845	0
943	5275	C0017887	0
944	5282	C0017890	0
945	5284	C0017920	0
946	5296	C0017921	0
13764	5296	C0342751	0
947	5302	C0017922	0
948	5303	C0017923	0
949	5307	C0017924	0
950	5311	C0017925	0
951	5314	C0017926	0
952	5320	C0017927	0
14984	5320	C0268147	0
953	5323	C0017979	0
34621	5323	C4552993	0
954	5324	C0079460	0
3965	5324	C0216231	0
10044	5324	C0218633	0
10271	5324	C0376563	0
955	5332	C0018021	0
8648	5332	C0040137	0
956	5340	C0004320	0
3983	5340	C0018033	0
957	5340	C0018034	0
8522	5340	C0085857	0
9105	5340	C0104696	0
9884	5340	C0037512	0
14983	5340	C0302210	0
4839	5356	C0158309	0
959	5358	C0266368	0
961	5361	C0023610	0
10602	5361	C1521753	0
11233	5361	C0701919	0
14960	5361	C3146229	0
41097	5361	C4520794	0
7403	5363	C0403529	0
963	5370	C0004779	0
964	5375	C0235416	0
4657	5375	C0740394	0
966	5388	C0018133	0
967	5402	C0085498	0
968	5403	C0018155	0
969	5404	C0314752	0
970	5405	C0314754	0
971	5406	C0269811	0
973	5414	C0085074	0
974	5419	C0018213	0
975	5435	C0018242	0
976	5444	C0037663	0
3979	5444	C0143083	0
977	5444	C0169964	0
9885	5444	C0376560	0
16954	5444	C3714500	0
17205	5444	C0384570	0
978	5447	C0013338	0
980	5450	C0037668	0
981	5450	C0142046	0
5152	5450	C0162725	0
12612	5450	C1961852	0
982	5452	C0018318	0
8795	5452	C0282190	0
983	5461	C0574080	0
984	5465	C0018378	0
17675	5465	C3542501	0
34696	5465	C4552840	0
34892	5465	C4551910	0
985	5480	C0043252	0
986	5481	C0018934	0
987	5487	C0018944	0
988	5490	C0018995	0
989	5526	C0475880	0
990	5526	C0475881	0
991	5534	C0002878	0
992	5545	C0014761	0
993	5555	C0019069	0
994	5561	C0008533	0
995	5563	C0007947	0
996	5563	C0018481	0
997	5570	C0018483	0
998	5578	C0019079	0
14955	5578	C1390055	0
999	5581	C0019114	0
4686	5581	C0282193	0
1000	5589	C0023443	0
1001	5594	C0206186	0
1002	5603	C0018520	0
1003	5604	C0018536	0
11477	5604	C0006386	0
13265	5604	C0158458	0
1005	5606	C0120726	0
6392	5606	C0148859	0
1006	5609	C0018546	0
13367	5609	C0062103	0
13444	5609	C0720809	0
1007	5618	C0018549	0
1008	5622	C0018572	0
1009	5629	C0019092	0
5253	5629	C0242994	0
11909	5629	C0243025	0
5725	5638	C0018609	0
9662	5649	C0920350	0
11529	5649	C0677607	0
1012	5659	C0019034	0
1013	5667	C0151691	0
6149	5670	C0853084	0
1014	5671	C0018674	0
1015	5687	C0018825	0
14823	5687	C0481485	0
5274	5690	C0018839	0
1016	5690	C0018843	0
1017	5690	C0038819	0
1018	5701	C0018871	0
1019	5701	C0553699	0
1020	5702	C0079488	0
1021	5705	C0034152	0
1022	5719	C0019134	0
13300	5719	C0037513	0
13337	5719	C0054452	0
1023	5726	C0206669	0
1024	5728	C0085605	0
34697	5728	C4552818	0
34868	5728	C1306571	0
1025	5757	C0019159	0
1026	5765	C0019163	0
10273	5765	C0019169	0
1027	5783	C0019196	0
12556	5783	C0220847	0
1028	5792	C0011220	0
1029	5792	C0011226	0
1030	5794	C0085293	0
8513	5794	C0085294	0
13528	5794	C2063407	0
6958	5797	C0376574	0
6957	5797	C0376576	0
8514	5797	C0814152	0
1032	5799	C0206624	0
1033	5810	C0019212	0
1034	5812	C0009405	0
7141	5815	C0751036	0
1036	5821	C0011195	0
1038	5836	C0019343	0
1039	5841	C0019348	0
8351	5841	C0206679	0
1040	5857	C0015231	0
5803	5857	C0019381	0
10798	5857	C1440694	0
7262	5863	C0079506	0
10799	5863	C1440695	0
1042	5866	C0376526	0
10800	5866	C1440696	0
1043	5868	C0042338	0
1044	5879	C0062637	0
1045	5887	C0019521	0
34659	5887	C4554234	0
1046	5889	C0179762	0
10333	5889	C1145640	0
14385	5889	C2322576	0
1047	5892	C0162836	0
8411	5895	C0085128	0
1048	5895	C0221045	0
1049	5896	C0456973	0
1050	5897	C0392806	0
1051	5901	C0019569	0
1052	5906	C0014461	0
1053	5906	C0019621	0
1054	5906	C0023381	0
14256	5906	C1275336	0
34832	5906	C3900100	0
34849	5906	C3899655	0
1055	5925	C0019655	0
4709	5925	C0153261	0
4710	5925	C0319941	0
13633	5925	C0319558	0
1056	5938	C0001175	0
8677	5938	C0019682	0
7705	5938	C0019693	0
1057	5938	C0019704	0
1058	5962	C0019735	0
1059	5963	C0062816	0
1060	5964	C0062820	0
1061	5965	C0019740	0
1062	5966	C0062826	0
1063	5967	C0019744	0
1064	5968	C0019746	0
1065	5969	C0062858	0
1066	5970	C0019770	0
1067	5971	C0019772	0
1068	5972	C0019774	0
1069	5973	C0019829	0
15609	5973	C3541281	0
34833	5973	C0220597	0
34850	5973	C0220644	0
1070	5988	C0265264	0
1071	5991	C0019880	0
8297	5991	C0751202	0
1072	6009	C0007933	0
1073	6012	C0282402	0
1074	6014	C0019937	0
12637	6014	C0338567	0
1075	6020	C0221353	0
1076	6022	C0020058	0
1077	6022	C0484428	0
1078	6023	C0020094	0
1079	6029	C0018062	0
8704	6029	C1141639	0
10340	6029	C1527152	0
12949	6029	C0937609	0
1080	6032	C0021344	0
14157	6032	C0850009	0
14158	6032	C0850011	0
1081	6050	C0026705	0
12512	6050	C0342842	0
1082	6060	C0020179	0
6966	6063	C0751207	0
1083	6067	C0023786	0
12363	6067	C0086795	0
12511	6067	C0854517	0
1084	6087	C0020192	0
1085	6087	C0035220	0
1086	6097	C0020217	0
1087	6111	C0020223	0
11197	6111	C0282198	0
1088	6123	C0020255	0
11930	6137	C1720771	0
1090	6140	C0020268	0
13334	6140	C0063077	0
13335	6140	C0770560	0
13336	6140	C0352536	0
13442	6140	C0063076	0
13443	6140	C0063079	0
1091	6145	C0020295	0
7440	6145	C0149939	0
1092	6150	C0020402	0
6778	6155	C0398689	0
13019	6155	C2348037	0
1094	6158	C0004269	0
10080	6158	C1263846	0
14564	6158	C0041671	0
1095	6160	C0010481	0
1096	6187	C0020428	0
1097	6196	C0020437	0
34586	6196	C4552843	0
1098	6220	C0020438	0
14613	6220	C0919643	0
1099	6226	C0020443	0
1100	6227	C0020450	0
1101	6234	C0020456	0
4620	6234	C0595877	0
34622	6234	C4552833	0
1102	6239	C0020458	0
5491	6239	C0700590	0
12381	6239	C1868961	0
34698	6239	C4553002	0
1103	6241	C0426794	0
1104	6242	C0020461	0
15437	6242	C0858159	0
34623	6242	C4552983	0
1105	6252	C0238357	0
1106	6255	C0020473	0
8414	6255	C0020476	0
1107	6259	C0151714	0
1108	6266	C0020488	0
1109	6270	C0154209	0
1110	6280	C0020501	0
1111	6280	C0268164	0
1112	6283	C0221002	0
1113	6301	C0020503	0
1114	6309	C0271858	0
1116	6314	C0020514	0
1117	6314	C0312417	0
9565	6314	C0747979	0
14927	6314	C2930894	0
1118	6323	C0020532	0
1119	6330	C0020538	0
7706	6348	C0020550	0
1120	6348	C0040156	0
34624	6348	C4551916	0
1121	6372	C0020557	0
1122	6373	C0007194	0
10952	6374	C0949658	0
4824	6388	C0029412	0
1124	6388	C0240835	0
1125	6397	C0001623	0
7116	6397	C0405580	0
1126	6412	C0020598	0
10805	6425	C1254547	0
11142	6425	C0333912	0
1128	6426	C0086438	0
9523	6426	C0541984	0
14561	6426	C0001768	0
1129	6431	C0020615	0
15827	6431	C0595883	0
34625	6431	C4553659	0
1130	6443	C0149912	0
1131	6443	C0271622	0
12358	6443	C0948896	0
1132	6444	C0271623	0
17922	6444	C1168263	0
34902	6444	C4552011	0
1133	6445	C0020621	0
1134	6445	C0595885	0
34626	6445	C4553966	0
1135	6465	C0238358	0
1136	6469	C0151723	0
34587	6469	C4552839	0
1137	6483	C0020625	0
1138	6490	C0020626	0
34699	6490	C4554635	0
6150	6501	C0271865	0
1139	6503	C0085682	0
7238	6513	C0733682	0
34820	6513	C3540852	0
1141	6516	C0020630	0
1142	6522	C0020635	0
34700	6522	C4553969	0
1143	6534	C0020639	0
1144	6539	C0020649	0
16995	6539	C3163620	0
1145	6542	C0020672	0
1147	6558	C0020676	0
7436	6558	C0852183	0
11861	6558	C0027145	0
34588	6558	C4553310	0
1148	6612	C0010308	0
4697	6623	C0003130	0
1149	6623	C0035229	0
9171	6623	C0700292	0
10237	6623	C0003129	0
10276	6623	C0242184	0
10310	6623	C1145670	0
34627	6623	C4552651	0
1150	6640	C0020699	0
1151	6643	C0020740	0
13389	6643	C0074814	0
1152	6646	C0020757	0
1153	6647	C0079584	0
1154	6650	C0267652	0
34935	6650	C4524087	0
15200	6653	C1449563	0
1156	6660	C0543800	0
1157	6664	C0271709	0
1158	6666	C0036440	0
17200	6673	C0398650	0
6151	6676	C0878561	0
6152	6677	C0878562	0
1161	6678	C0123707	0
1162	6680	C0021665	0
10965	6680	C1522567	0
10966	6680	C0904505	0
17343	6680	C3712803	0
1163	6682	C0021755	0
10344	6682	C1522428	0
10584	6682	C0021753	0
10626	6682	C0600251	0
17446	6682	C1702299	0
1164	6684	C0123759	0
11935	6684	C1524115	0
1165	6686	C0065337	0
17085	6686	C0065349	0
17353	6686	C3887687	0
17445	6686	C1522250	0
1166	6688	C0021756	0
3959	6688	C0218986	0
1167	6696	C0021757	0
17344	6696	C1701061	0
1168	6698	C0021758	0
17209	6698	C1701589	0
1169	6700	C0021759	0
10345	6700	C1527131	0
17354	6700	C1702088	0
1170	6702	C0021760	0
11031	6702	C1527132	0
17360	6702	C1698754	0
1171	6704	C0079633	0
11032	6704	C1527432	0
17345	6704	C1698756	0
1173	6706	C0030446	0
12122	6716	C0162870	0
1176	6722	C0020933	0
1177	6733	C0020934	0
11237	6733	C0589978	0
9229	6736	C0020944	0
9230	6736	C0919574	0
1180	6750	C0152436	0
1181	6753	C0021099	0
1182	6760	C0015915	0
18050	6760	C0872104	0
1183	6763	C0015732	0
1184	6764	C0042024	0
34725	6764	C4553924	0
1185	6765	C0376637	0
8797	6765	C0700483	0
1186	6767	C0021246	0
11238	6767	C0887199	0
13470	6767	C0982211	0
13471	6767	C0813196	0
1187	6784	C0392708	0
18168	6788	C3463992	0
1189	6791	C0021400	0
6153	6801	C0878563	0
1190	6806	C0019294	0
1191	6812	C0578736	0
11506	6812	C0221382	0
11630	6812	C0857362	0
1192	6816	C0021463	0
1193	6818	C0021641	0
9890	6818	C0021658	0
9891	6818	C0021659	0
9892	6818	C0021662	0
10341	6818	C1533581	0
11951	6818	C0123677	0
11952	6818	C1170011	0
13396	6818	C0907402	0
13402	6818	C0537270	0
13411	6818	C1313386	0
41050	6818	C4721402	0
1194	6825	C0021644	0
1196	6827	C0443876	0
1197	6830	C0021670	0
1198	6834	C0009253	0
12574	6834	C1314687	0
1199	6838	C0002199	0
3962	6838	C0021734	0
3963	6838	C0021735	0
7741	6838	C0796545	0
11541	6838	C1610033	0
11936	6838	C0699817	0
12606	6838	C0751598	0
13395	6838	C0391001	0
16974	6838	C2825023	0
1200	6843	C0015980	0
4396	6843	C0244713	0
4395	6843	C0254119	0
10342	6843	C0751599	0
41078	6843	C4019073	0
4895	6845	C0021740	0
1201	6845	C0021745	0
13378	6845	C0021741	0
16975	6845	C2757040	0
1202	6847	C0025874	0
13862	6847	C2030274	0
1203	6848	C0264967	0
1204	6852	C0339693	0
1205	6853	C0152134	0
1206	6854	C0027707	0
17918	6854	C0041349	0
5313	6861	C0021818	0
6210	6861	C0158266	0
1207	6861	C0242362	0
1208	6870	C0151699	0
34660	6870	C4554169	0
1209	6880	C0006105	0
6154	6883	C0878564	0
1210	6884	C0268318	0
1211	6890	C0015927	0
9200	6890	C0947987	0
9201	6890	C0595939	0
12552	6890	C0700072	0
1212	6895	C0015934	0
4753	6895	C0021296	0
4754	6895	C0235991	0
4755	6895	C0302511	0
17443	6895	C1855652	0
34589	6895	C4551828	0
1213	6900	C0038579	0
1214	6900	C0086181	0
20400	6900	C0242566	0
1215	6906	C0240059	0
1216	6913	C0021933	0
1217	6926	C0021968	0
3975	6926	C0032831	0
11048	6926	C0071768	0
1218	6929	C0303029	0
7678	6929	C0304982	0
9663	6933	C0342199	0
42171	6933	C4759669	0
1220	6937	C0022046	0
1221	6942	C0123931	0
11189	6942	C0594375	0
6586	6947	C0162316	0
1222	6947	C0240066	0
6546	6959	C0015860	0
6545	6959	C0015889	0
6543	6959	C0302206	0
15112	6959	C0684279	0
1224	6972	C0042376	0
1225	6974	C0022209	0
1226	6996	C0022245	0
11194	6996	C0282210	0
13338	6996	C0282211	0
1227	6998	C0022252	0
1228	7002	C0022265	0
1229	7013	C0021900	0
1230	7022	C0021440	0
12567	7022	C1272892	0
12587	7022	C1621368	0
1231	7033	C0022322	0
6156	7034	C0878565	0
17451	7034	C4018858	0
1232	7035	C0152084	0
6318	7036	C0014047	0
1233	7036	C0014057	0
1234	7038	C0020433	0
1235	7038	C0022346	0
18072	7038	C2010848	0
1236	7042	C0022369	0
11554	7042	C0857836	0
41145	7042	C4420537	0
1237	7044	C0425573	0
1238	7045	C0231311	0
1239	7047	C0232208	0
9780	7067	C0345893	0
17303	7067	C4023006	0
1242	7070	C0023290	0
1243	7091	C0162809	0
1244	7105	C0036220	0
8030	7105	C0153560	0
1245	7111	C0022521	0
1246	7121	C0026691	0
1247	7137	C0022541	0
1249	7144	C0393547	0
14107	7144	C1839259	0
1250	7150	C0022568	0
34661	7150	C1557321	0
1251	7158	C0022578	0
1252	7161	C0022610	0
1253	7165	C0022614	0
11239	7165	C0700541	0
1254	7167	C0022616	0
1255	7170	C0022625	0
7866	7178	C0022682	0
1257	7181	C0022727	0
14967	7181	C1295798	0
1258	7189	C0022735	0
12558	7189	C0432474	0
1259	7197	C0022738	0
1260	7200	C0270898	0
14520	7204	C0022765	0
1262	7207	C0221261	0
1263	7208	C0234166	0
13796	7208	C1835614	0
1264	7211	C0022806	0
1265	7226	C0023570	0
1266	7233	C0022860	0
11240	7233	C0699440	0
1267	7236	C0233081	0
1268	7238	C0022951	0
5568	7238	C0268179	0
12546	7238	C0302813	0
1269	7241	C0022917	0
1270	7242	C0209738	0
1271	7245	C0064636	0
1272	7247	C0238288	0
1273	7249	C0022387	0
1274	7255	C0460048	0
1275	7262	C0271568	0
34817	7262	C4318479	0
1276	7266	C0595989	0
1277	7271	C0472522	0
1278	7272	C0023092	0
7290	7286	C0752166	0
13186	7286	C0872106	0
1280	7298	C0149720	0
6157	7305	C0853085	0
1281	7306	C0549399	0
1282	7307	C0023175	0
8726	7307	C0023176	0
8756	7340	C0917796	0
12124	7343	C0023195	0
12438	7343	C0342895	0
1286	7351	C0232297	0
1287	7352	C0023211	0
12973	7352	C0344420	0
1288	7358	C0240173	0
5300	7366	C0023238	0
5301	7366	C0023241	0
12466	7366	C0023240	0
1291	7378	C0034341	0
9664	7384	C0398766	0
1293	7386	C0023308	0
1294	7387	C0175704	0
1295	7394	C0299583	0
1296	7395	C0221284	0
4850	7395	C0333801	0
14972	7395	C2939170	0
1297	7396	C0023359	0
1298	7399	C0579251	0
4806	7403	C0023360	0
1299	7403	C0043102	0
1300	7415	C0023374	0
1301	7421	C0271714	0
1302	7423	C0151436	0
14680	7423	C2973529	0
1303	7430	C0002890	0
17166	7430	C3854434	0
1304	7431	C0023418	0
34851	7431	C1332977	0
1305	7438	C0023531	0
1306	7443	C0023556	0
11241	7443	C0733383	0
1307	7445	C0023601	0
17919	7445	C0334409	0
1308	7450	C0085390	0
1309	7452	C0023646	0
9008	7452	C0206139	0
10910	7452	C0423786	0
1310	7464	C0023652	0
1311	7471	C0221043	0
1312	7474	C0023660	0
11177	7474	C0546869	0
1314	7480	C0235490	0
16994	7480	C2945695	0
1315	7484	C0023726	0
6453	7484	C0282219	0
1316	7487	C0406650	0
1317	7490	C0476328	0
1318	7491	C0398370	0
1319	7493	C0023798	0
6158	7496	C0153972	0
1320	7503	C0023860	0
1321	7503	C0023861	0
1322	7518	C0023870	0
6511	7518	C0085217	0
13362	7518	C0125997	0
13372	7518	C0065093	0
13447	7518	C1966347	0
1323	7546	C0085642	0
14337	7547	C2239176	0
1325	7565	C0494165	0
1326	7574	C0023911	0
1327	7576	C0023924	0
7379	7576	C0023968	0
4423	7580	C0008680	0
4422	7580	C0242459	0
1329	7587	C0023961	0
11243	7587	C0023330	0
1330	7589	C0126174	0
6456	7589	C0700492	0
1331	7591	C0024025	0
1332	7593	C0024027	0
1333	7595	C0288063	0
