LinkItemsToUMLSCUIID	ItemPTR	CUI	ItemToUMLSCUILinkTypePTR
5188	31079	C0142915	0
9576	31079	C0980303	0
11566	31079	C0162924	0
5189	31080	C0074774	0
14159	31081	C1289976	0
19292	31081	C1321945	0
5192	31082	C0062527	0
13835	31082	C2240392	0
5193	31083	C0170300	0
5194	31084	C0528716	0
5196	31086	C0008290	0
11345	31086	C0304384	0
5198	31088	C0009443	0
5199	31089	C0033770	0
5200	31089	C0403551	0
5201	31090	C0346045	0
7252	31091	C0019623	0
10395	31091	C0392788	0
12311	31091	C1879279	0
13149	31091	C1879280	0
5204	31092	C0221218	0
5205	31093	C0017007	0
5206	31093	C0358321	0
5207	31094	C0035613	0
5208	31094	C0035614	0
5212	31095	C0019103	0
5213	31096	C0022810	0
6723	31096	C0022811	0
5225	31098	C0206736	0
5227	31099	C0039763	0
5228	31100	C0043315	0
5229	31101	C0152093	0
5232	31102	C0268637	0
5230	31102	C0596692	0
5233	31103	C0342788	0
5231	31104	C0025237	0
5237	31105	C0025149	0
34839	31105	C0278876	0
34862	31105	C0278510	0
5238	31106	C0013403	0
5240	31107	C0016880	0
11580	31107	C0027537	0
11581	31107	C0275717	0
5241	31108	C0343525	0
7298	31109	C0937846	0
12668	31109	C1337241	0
13464	31109	C0937622	0
5242	31110	C0060197	0
5243	31111	C0221158	0
5244	31112	C0016479	0
5247	31114	C0074187	0
5248	31114	C0275143	0
5250	31115	C0392548	0
5251	31116	C0037944	0
18046	31116	C1861329	0
5252	31117	C0242644	0
5254	31118	C0149715	0
5257	31119	C0238124	0
6896	31119	C0238419	0
5258	31120	C0149952	0
41023	31120	C0404472	0
5260	31121	C0085657	0
5265	31122	C0008776	0
7868	31122	C0262936	0
10256	31122	C0008775	0
5268	31123	C0242871	0
5269	31123	C0275228	0
10567	31123	C0110609	0
10568	31123	C0056245	0
5271	31125	C0275224	0
5272	31126	C0001975	0
5276	31127	C0021390	0
5281	31128	C0031925	0
5285	31129	C0042019	0
8517	31130	C0035588	0
5289	31130	C0035793	0
5291	31131	C0242677	0
9443	31131	C0085399	0
14895	31131	C1282983	0
5294	31132	C0323528	0
5296	31133	C0011134	0
5297	31134	C0009400	0
5299	31135	C0347988	0
8920	31135	C0274869	0
5303	31136	C0039520	0
5304	31137	C0152448	0
5305	31138	C0038539	0
5541	31139	C0151601	0
5306	31139	C0271298	0
8327	31140	C0002103	0
5307	31140	C0018621	0
13656	31140	C2607914	0
34689	31140	C4552864	0
5310	31141	C0017105	0
5311	31142	C0085096	0
5312	31143	C0220704	0
5316	31145	C0040383	0
5318	31146	C0040913	0
5317	31146	C0040954	0
5319	31147	C0155078	0
5321	31147	C0271265	0
5322	31147	C0339299	0
5323	31148	C0039705	0
5324	31148	C0275142	0
5326	31149	C0012691	0
5330	31151	C0023929	0
14644	31152	C2267059	0
15625	31152	C3536867	0
5333	31153	C0040038	0
5337	31154	C0022283	0
5339	31155	C0265706	0
5342	31156	C0060116	0
6503	31156	C0851344	0
5344	31157	C0300948	0
5343	31157	C0344490	0
15011	31157	C1112733	0
5346	31159	C0216660	0
5347	31160	C0206668	0
5348	31161	C0339543	0
5352	31162	C0154832	0
5353	31163	C0016781	0
5354	31164	C0040381	0
5355	31165	C0266526	0
7271	31166	C0666743	0
5360	31167	C0016736	0
5361	31168	C0003250	0
5362	31169	C0676831	0
5363	31170	C0383429	0
10752	31170	C1178562	0
6171	31171	C0672596	0
5366	31172	C0000887	0
13277	31172	C1852306	0
5367	31173	C0001247	0
5368	31173	C0001249	0
10201	31173	C0001248	0
5370	31174	C0085232	0
5371	31175	C0063684	0
16948	31175	C3813125	0
5372	31176	C0041538	0
5373	31177	C0062534	0
17346	31177	C1447107	0
5374	31178	C0007282	0
5375	31179	C0263313	0
5376	31180	C0029936	0
10936	31180	C0278321	0
5377	31181	C0024047	0
5378	31182	C0002997	0
15100	31182	C2936173	0
5379	31183	C0001299	0
10079	31183	C0394664	0
5380	31184	C0002641	0
5381	31184	C0299924	0
9337	31184	C0982016	0
9641	31185	C1384591	0
14839	31185	C0177273	0
5384	31186	C0333559	0
14968	31186	C3178801	0
5385	31187	C0304503	0
5389	31188	C0360701	0
5390	31189	C0360703	0
5391	31190	C0360706	0
5394	31192	C0304504	0
5395	31193	C0304505	0
5396	31194	C0003195	0
5397	31195	C0078888	0
5398	31196	C0114771	0
5399	31197	C0065183	0
12935	31197	C0952790	0
5400	31198	C0055911	0
5401	31199	C0167716	0
5402	31200	C0033059	0
12910	31200	C0071883	0
5403	31201	C0007300	0
11537	31201	C1608295	0
5405	31202	C0022237	0
5410	31203	C0025223	0
5409	31203	C0376337	0
5411	31204	C0024321	0
5412	31205	C0025145	0
5413	31206	C0026667	0
5414	31207	C0028360	0
5415	31208	C0028369	0
5416	31209	C0030454	0
5418	31210	C0042395	0
17356	31210	C3887671	0
5419	31211	C0045010	0
5420	31212	C0001138	0
5421	31212	C0001139	0
5422	31213	C0001145	0
5425	31214	C0002768	0
5427	31216	C0004692	0
5428	31216	C0004693	0
5432	31217	C0008029	0
5433	31218	C0008043	0
5434	31219	C0008058	0
5436	31220	C0008384	0
5435	31220	C0043208	0
14992	31220	C2936797	0
5442	31221	C0011389	0
5443	31222	C0011428	0
5444	31223	C0011430	0
5445	31224	C0011436	0
5447	31225	C0012569	0
8477	31226	C0012600	0
5448	31226	C0012602	0
5450	31227	C0013288	0
11669	31227	C1405386	0
5452	31228	C0263957	0
5454	31229	C0085648	0
10607	31229	C1258666	0
5456	31230	C0158473	0
5459	31231	C0037005	0
5462	31232	C0040348	0
5461	31232	C0040349	0
5463	31232	C0356648	0
5465	31233	C0036753	0
5466	31234	C0063322	0
5467	31234	C0771211	0
5468	31235	C0378482	0
5469	31235	C0732569	0
5470	31236	C0070549	0
5471	31236	C0148932	0
11348	31236	C0960052	0
5475	31237	C0772501	0
5477	31237	C0772502	0
13472	31237	C1576818	0
5478	31238	C0388753	0
5479	31238	C0724710	0
7234	31239	C0138666	0
5481	31239	C0138667	0
5484	31240	C0595726	0
14809	31240	C2757015	0
15692	31240	C3542962	0
5485	31241	C0006992	0
5486	31242	C0075262	0
5488	31244	C0206713	0
5489	31245	C0059872	0
5490	31246	C0051733	0
11350	31246	C1527333	0
5493	31247	C0455717	0
5494	31248	C0168273	0
5495	31249	C0541154	0
6278	31249	C0541155	0
5496	31250	C0759933	0
11436	31250	C1178489	0
6172	31251	C0872968	0
11539	31251	C1533699	0
5497	31252	C0246330	0
5498	31253	C0053881	0
6524	31253	C0872971	0
6174	31254	C0872913	0
5499	31255	C0387288	0
5501	31256	C0004595	0
5502	31257	C0483226	0
8646	31257	C1096246	0
5503	31258	C0317763	0
5504	31259	C0026925	0
5505	31260	C0006814	0
5506	31261	C0015840	0
6366	31261	C0700453	0
11351	31261	C0887666	0
5508	31262	C0005715	0
5507	31262	C0005717	0
5513	31263	C0038033	0
9835	31264	C1443650	0
13012	31264	C2266933	0
15866	31264	C3541969	0
5518	31265	C0054826	0
5520	31266	C0030271	0
5522	31267	C0006091	0
5521	31267	C0700251	0
5523	31268	C0236792	0
10126	31269	C1321321	0
5525	31270	C0016242	0
7808	31270	C0152006	0
5526	31271	C0423361	0
5527	31272	C0085635	0
15234	31272	C1705500	0
5528	31273	C0035321	0
34611	31273	C4552653	0
34900	31273	C4551442	0
5529	31274	C0154856	0
5530	31275	C0024441	0
5531	31276	C0154845	0
5532	31277	C0730328	0
14179	31277	C1621353	0
5533	31278	C0339510	0
5534	31279	C0339403	0
5535	31280	C0423433	0
5536	31281	C0423402	0
5537	31282	C0271093	0
5538	31283	C0271091	0
5540	31284	C0339530	0
5542	31285	C0155119	0
5543	31286	C0161002	0
9705	31287	C0521723	0
5545	31288	C0259799	0
34894	31288	C4551636	0
5546	31289	C0423318	0
5548	31291	C0339405	0
8154	31292	C0265240	0
15119	31292	C0220681	0
17319	31292	C3495417	0
5550	31293	C0151818	0
5551	31294	C0406355	0
5552	31295	C0339271	0
5554	31296	C0155120	0
5557	31298	C0432341	0
12388	31298	C1859877	0
5559	31299	C0020581	0
5560	31300	C0030593	0
9620	31300	C0042166	0
9707	31301	C1271398	0
5562	31302	C0206368	0
5563	31303	C0154903	0
5564	31304	C0149754	0
12569	31304	C1282208	0
5565	31305	C0221259	0
5572	31307	C0339229	0
5573	31308	C0009769	0
5574	31309	C0751711	0
5576	31310	C0377265	0
5577	31311	C0338502	0
12991	31311	C1298695	0
5578	31312	C0069717	0
5580	31313	C0292819	0
9185	31313	C0982166	0
7273	31314	C0249582	0
9708	31315	C0338504	0
5584	31317	C0235864	0
5583	31317	C0263481	0
22493	31318	C1720860	0
41021	31319	C0023804	0
5587	31320	C0751785	0
5588	31321	C0030463	0
13548	31321	C1834570	0
5589	31322	C0268079	0
17767	31322	C0948023	0
14204	31323	C0403720	0
5590	31324	C0239981	0
15835	31324	C3665623	0
34790	31324	C4554345	0
5591	31325	C0023272	0
17886	31325	C0446195	0
5594	31326	C0040934	0
5596	31327	C0022731	0
5595	31327	C0035468	0
5598	31328	C0035469	0
5599	31328	C0035470	0
5600	31329	C0043541	0
8941	31329	C0319495	0
14147	31329	C0043543	0
5603	31330	C0008297	0
17800	31330	C1863397	0
18040	31330	C0584837	0
5604	31331	C0010587	0
5605	31332	C0014994	0
15399	31332	C3495432	0
5606	31333	C0026651	0
13376	31333	C0813197	0
5611	31334	C0795949	0
9811	31335	C1291610	0
12873	31335	C1865145	0
5612	31336	C0018553	0
5613	31336	C0391826	0
5614	31337	C0265326	0
5616	31338	C0029128	0
5615	31338	C0155300	0
5617	31339	C0522626	0
10210	31339	C0242647	0
11617	31339	C0599921	0
12613	31339	C1955690	0
5618	31340	C0009319	0
5619	31341	C0069776	0
5620	31341	C0134499	0
5623	31342	C0073076	0
5625	31342	C0771023	0
5626	31343	C0002994	0
5627	31344	C0263236	0
5628	31345	C0524988	0
5630	31346	C0263387	0
5631	31347	C0317732	0
5632	31348	C0315197	0
14893	31348	C0275571	0
5633	31349	C0263638	0
5634	31350	C0265978	0
17877	31350	C0334083	0
5635	31351	C0085664	0
9719	31352	C1305968	0
12317	31352	C1857941	0
13705	31352	C1275122	0
42192	31352	C1851526	0
5637	31353	C0011645	0
5638	31354	C0545049	0
10145	31355	C0345996	0
5640	31356	C0162839	0
5641	31357	C0302894	0
5642	31358	C0206673	0
12653	31359	C0349658	0
5644	31360	C0521616	0
5645	31361	C0036413	0
5646	31362	C0263579	0
7617	31362	C0544863	0
5647	31363	C0406425	0
11918	31363	C0920176	0
11919	31363	C0919871	0
5648	31364	C0795998	0
5649	31365	C0263583	0
5650	31366	C0002173	0
5651	31367	C0016436	0
34722	31367	C4552822	0
5652	31368	C0263390	0
9720	31369	C1318562	0
5654	31370	C0346006	0
5655	31371	C0263449	0
5656	31372	C0263450	0
5657	31373	C0549150	0
5658	31374	C0334262	0
5659	31375	C0263419	0
5660	31376	C0263487	0
5661	31377	C0406784	0
5662	31378	C0263398	0
5663	31379	C0346072	0
5664	31380	C0002989	0
5665	31381	C0263637	0
5666	31382	C0265982	0
5667	31383	C0221269	0
8533	31384	C0948672	0
9759	31385	C1321489	0
5668	31386	C0007129	0
5669	31387	C0263394	0
5671	31388	C0406514	0
5672	31389	C0473556	0
5673	31390	C0263616	0
5675	31391	C0022504	0
11641	31391	C0936250	0
5676	31392	C0010232	0
5677	31392	C0010233	0
5678	31393	C0276264	0
5679	31394	C0014522	0
9721	31395	C0521480	0
5681	31396	C0033858	0
5682	31397	C0015704	0
5684	31398	C0049289	0
5685	31399	C0271415	0
5686	31400	C0333449	0
5687	31401	C0036415	0
5689	31402	C0263374	0
5691	31403	C0265329	0
34930	31403	C4552097	0
9968	31404	C1390680	0
5693	31405	C0220659	0
5695	31406	C0429045	0
5696	31407	C0282512	0
5697	31408	C0002452	0
5706	31409	C0004698	0
17591	31409	C4049993	0
5710	31410	C0282529	0
5717	31411	C0014854	0
5716	31411	C0266133	0
5718	31412	C0015530	0
19322	31412	C4316906	0
5719	31413	C0015519	0
15667	31413	C0272327	0
5721	31414	C0015702	0
5723	31415	C0018023	0
11710	31415	C1318500	0
5724	31416	C0018196	0
5729	31417	C0036489	0
10106	31418	C0272199	0
5732	31419	C0019625	0
5733	31420	C0020499	0
11613	31420	C0399563	0
5738	31421	C0020981	0
5742	31422	C0024748	0
5743	31424	C0013393	0
5745	31425	C0268263	0
5748	31426	C0024537	0
5747	31426	C0032154	0
5751	31427	C0320744	0
5752	31428	C0025183	0
8478	31429	C0024756	0
5753	31429	C0024759	0
5754	31430	C0024814	0
5757	31431	C0026113	0
9725	31432	C0026686	0
13010	31432	C2242813	0
5763	31433	C0037018	0
5764	31434	C0037033	0
7280	31435	C0016967	0
8796	31435	C0949312	0
5774	31436	C0084186	0
5775	31437	C0059079	0
12762	31437	C0617623	0
5777	31438	C0103045	0
5778	31439	C0376160	0
11460	31439	C0149491	0
11461	31439	C0149492	0
11462	31439	C0350505	0
5779	31440	C0221270	0
5780	31441	C0149922	0
17920	31441	C0027822	0
5781	31442	C0014805	0
5782	31443	C0027752	0
17357	31443	C1571151	0
5783	31444	C0002985	0
5784	31445	C0265339	0
5786	31446	C0393915	0
5797	31447	C0265289	0
42212	31447	C1413569	0
5801	31448	C0015371	0
5802	31448	C0234133	0
5805	31449	C0013240	0
5806	31450	C0023832	0
9760	31451	C0392475	0
5808	31452	C0265239	0
5809	31453	C0265257	0
5811	31454	C0005382	0
5812	31455	C0031404	0
5813	31455	C0770237	0
5814	31456	C0071132	0
5818	31457	C0030078	0
5819	31458	C0077073	0
5820	31458	C0355022	0
5824	31459	C0259507	0
5823	31459	C0353453	0
5825	31460	C0019142	0
5826	31461	C0317838	0
5827	31462	C0206385	0
5830	31463	C0318152	0
5831	31464	C0018054	0
14529	31464	C2748896	0
14918	31464	C2936694	0
6176	31465	C0027338	0
6177	31466	C0266833	0
6178	31467	C0153446	0
10394	31467	C0279637	0
15623	31467	C3538805	0
6179	31468	C0017638	0
6180	31469	C0220636	0
15624	31469	C3539927	0
34869	31469	C0948750	0
6181	31470	C0206663	0
10925	31470	C0206093	0
6182	31471	C0334463	0
6183	31472	C0036210	0
10215	31472	C1261473	0
34840	31472	C0220613	0
34863	31472	C0220645	0
34873	31472	C4551687	0
6184	31473	C0153620	0
10570	31473	C0700101	0
6185	31474	C0338113	0
9722	31475	C0301928	0
6188	31476	C0318256	0
6189	31477	C0140591	0
6190	31478	C0026400	0
6193	31480	C0039024	0
9683	31481	C0525082	0
6197	31482	C0023827	0
34841	31482	C0278608	0
6198	31483	C0008487	0
6199	31484	C0238460	0
6202	31485	C0269209	0
6203	31486	C0917715	0
7863	31487	C0917990	0
8856	31488	C0029417	0
6206	31488	C0029441	0
11055	31488	C0585471	0
6207	31489	C0008441	0
6208	31490	C0221290	0
6209	31490	C0585473	0
6215	31491	C0019284	0
7253	31492	C0265700	0
7254	31493	C0265699	0
6219	31494	C0238265	0
6221	31495	C0047506	0
6222	31496	C0265316	0
6223	31497	C0544862	0
6224	31498	C0033822	0
7685	31499	C0950121	0
6226	31500	C0270246	0
14901	31500	C2939175	0
6230	31501	C0040587	0
6231	31502	C0014866	0
34813	31502	C4551650	0
6232	31503	C0341136	0
6233	31504	C0267081	0
6235	31505	C0267537	0
34761	31505	C4553851	0
6236	31506	C0265654	0
6237	31507	C0152101	0
6238	31508	C0029427	0
6239	31509	C0206062	0
6240	31510	C0221383	0
6241	31510	C0267156	0
6242	31511	C0032320	0
6243	31512	C0206734	0
6244	31513	C0743594	0
6245	31514	C0266174	0
6246	31515	C0029438	0
17304	31515	C4021749	0
6247	31516	C0020225	0
6248	31517	C0153453	0
6249	31517	C0206702	0
9830	31518	C0240151	0
12995	31518	C1867030	0
20448	31518	C3839621	0
6250	31519	C0025164	0
13605	31520	C2674853	0
14746	31520	C1834344	0
6251	31521	C0152438	0
6252	31522	C0034188	0
6253	31523	C0014008	0
6254	31524	C0152456	0
6256	31525	C0038531	0
6258	31527	C0068333	0
6259	31528	C0039663	0
20437	31529	C1719788	0
6262	31530	C0684219	0
6263	31531	C0036637	0
6265	31532	C0242287	0
12654	31533	C0268281	0
14880	31533	C2931673	0
6267	31534	C0751383	0
6268	31535	C0022340	0
6269	31536	C0022797	0
14203	31537	C1850442	0
6276	31538	C0048470	0
6279	31540	C0016428	0
6280	31541	C0263639	0
6282	31542	C0066447	0
6283	31543	C0013806	0
6284	31544	C0019009	0
6285	31545	C0032052	0
6287	31547	C0072171	0
6288	31548	C0070313	0
6290	31549	C0242948	0
6291	31550	C0242947	0
6292	31551	C0001046	0
6295	31553	C0410702	0
6296	31554	C0432262	0
7282	31555	C0410174	0
6299	31556	C0795951	0
7284	31557	C0920349	0
6301	31558	C0265306	0
6302	31559	C0017650	0
6304	31561	C0281666	0
6308	31562	C0765273	0
6309	31563	C0673966	0
6310	31564	C0007036	0
14818	31564	C2757046	0
6317	31565	C0753645	0
9684	31566	C0087163	0
13445	31566	C1178502	0
13446	31566	C1337234	0
6320	31567	C0126177	0
12936	31567	C0772364	0
6324	31568	C0527189	0
11004	31568	C0771892	0
7018	31569	C0666764	0
6326	31569	C0872908	0
6325	31569	C0874161	0
7274	31571	C0068314	0
6330	31572	C0251504	0
6331	31573	C0384228	0
8715	31573	C0963398	0
8716	31573	C1099776	0
7278	31574	C0050175	0
6333	31574	C0540694	0
6334	31575	C0078849	0
6339	31576	C0406810	0
13864	31576	C2607929	0
12193	31577	C1855627	0
6344	31578	C0004767	0
6345	31579	C0051736	0
9049	31579	C0956137	0
6347	31580	C0052300	0
6348	31581	C0017440	0
6349	31582	C0132776	0
6350	31583	C0032483	0
6351	31584	C0002503	0
11354	31584	C0282047	0
6919	31585	C0052762	0
6352	31585	C0771004	0
6353	31586	C0004499	0
6354	31586	C0701436	0
6355	31587	C0005013	0
6356	31588	C0055007	0
6357	31589	C0062986	0
6359	31590	C0055021	0
6358	31590	C0700475	0
6360	31591	C0055891	0
6363	31592	C0116190	0
6364	31593	C0015502	0
17849	31593	C0795575	0
41105	31593	C2826077	0
6365	31594	C0015503	0
6367	31595	C0060203	0
8554	31595	C0771482	0
8555	31595	C0955477	0
6368	31596	C0016267	0
19294	31596	C0770900	0
6370	31597	C0526399	0
11356	31597	C0595331	0
6371	31598	C0043355	0
6372	31599	C0342783	0
6373	31600	C0003635	0
6374	31601	C0392784	0
6377	31602	C0077275	0
8805	31602	C1137102	0
13399	31602	C0771825	0
6378	31603	C0076799	0
6379	31604	C0077497	0
6380	31604	C0771032	0
6381	31605	C0040263	0
6384	31606	C0031376	0
6385	31606	C0355603	0
8845	31607	C0006710	0
6387	31607	C0030342	0
11956	31607	C0178793	0
6391	31608	C0065152	0
6390	31608	C0771049	0
6394	31609	C0052944	0
6395	31609	C0771061	0
6398	31610	C0003304	0
8528	31611	C0304522	0
15237	31611	C2917337	0
6401	31612	C0770959	0
13283	31612	C1445781	0
6404	31613	C0010215	0
6402	31613	C0035919	0
6403	31614	C0066282	0
12397	31614	C1804800	0
6407	31615	C0011817	0
11434	31615	C0355546	0
6408	31616	C0025387	0
11357	31616	C0043281	0
6409	31617	C0034738	0
6410	31618	C0076890	0
6411	31618	C0771031	0
6412	31619	C0398367	0
6413	31620	C0206064	0
6414	31621	C0030637	0
12989	31621	C1260911	0
6415	31622	C0013738	0
6416	31623	C0006444	0
6417	31624	C0039503	0
6418	31625	C0265202	0
6420	31626	C0266521	0
9810	31627	C0451696	0
14843	31627	C2931418	0
6423	31628	C0753790	0
6422	31628	C0876716	0
6424	31629	C0909381	0
11358	31629	C0937926	0
6425	31630	C0003451	0
6882	31631	C0380392	0
6426	31631	C0380393	0
13456	31631	C1170754	0
6430	31632	C0052865	0
11174	31632	C1122338	0
6436	31633	C0717670	0
6437	31634	C0064263	0
6438	31634	C0724578	0
6440	31635	C0287041	0
6439	31635	C0772203	0
6443	31636	C0073629	0
6444	31636	C0872894	0
6448	31637	C0022642	0
6449	31637	C0043443	0
6463	31638	C0073372	0
6464	31639	C0035609	0
6468	31640	C0718043	0
7235	31641	C0070824	0
11647	31641	C1145610	0
6494	31642	C0020500	0
7870	31643	C0093437	0
6496	31643	C0874063	0
6497	31644	C0113293	0
6498	31644	C0752310	0
7865	31646	C0066770	0
6527	31647	C0524684	0
6526	31647	C0600296	0
6528	31648	C0070592	0
6535	31649	C0771648	0
6539	31650	C0139919	0
6541	31651	C0388013	0
6542	31652	C0875947	0
6547	31653	C0060282	0
7251	31654	C0057002	0
14333	31654	C2742909	0
34827	31654	C4281720	0
6553	31655	C0060276	0
6554	31656	C0060277	0
6556	31657	C0108111	0
6559	31658	C0068722	0
8005	31658	C0599654	0
6560	31659	C0029168	0
6561	31660	C0717752	0
6562	31661	C0265215	0
18203	31661	C3714506	0
6563	31662	C0033771	0
6565	31663	C0318329	0
6564	31663	C0483368	0
6568	31664	C0318331	0
6567	31664	C0520779	0
6569	31665	C0033621	0
16958	31665	C1949480	0
6570	31666	C0040958	0
6572	31667	C0018010	0
6571	31667	C0018013	0
9849	31668	C1300206	0
6573	31669	C0265295	0
6574	31670	C0028179	0
6575	31671	C0029274	0
6576	31672	C0026218	0
6577	31673	C0266102	0
6578	31674	C0085167	0
6579	31675	C0034543	0
6580	31676	C0002448	0
6581	31677	C0663241	0
6582	31678	C0887953	0
6583	31679	C0032357	0
6584	31680	C0393591	0
14441	31680	C0796126	0
6587	31681	C0241012	0
6585	31681	C0580418	0
6588	31682	C0241013	0
10060	31683	C0271023	0
15401	31683	C3489725	0
18169	31683	C2931662	0
6590	31684	C0242770	0
6591	31685	C0795988	0
12326	31685	C1855840	0
12217	31686	C1847555	0
6594	31688	C0003886	0
6595	31689	C0795794	0
6596	31690	C0796124	0
6597	31691	C0017718	0
11017	31691	C0017720	0
11359	31691	C0771903	0
6598	31692	C0072076	0
6599	31693	C0242974	0
6600	31694	C0026818	0
6601	31695	C0010725	0
6602	31696	C0059873	0
6603	31697	C0031953	0
6604	31698	C0376685	0
6606	31699	C0016006	0
14131	31699	C1167394	0
6607	31700	C0033706	0
17347	31700	C2828369	0
6608	31701	C0005789	0
6609	31702	C0015499	0
6610	31703	C0042971	0
17908	31703	C0795677	0
12605	31704	C0751337	0
9822	31705	C0410190	0
14287	31705	C1450051	0
6612	31706	C0263454	0
6613	31707	C0016514	0
6614	31707	C0016515	0
7232	31708	C0062837	0
15383	31709	C3495427	0
17472	31709	C3536827	0
6617	31710	C0033838	0
6622	31711	C0063953	0
6623	31711	C0700489	0
6624	31712	C0040880	0
18114	31712	C0360380	0
6625	31713	C0016383	0
6626	31714	C0054138	0
6627	31714	C0654391	0
11360	31714	C0888719	0
6629	31715	C0035589	0
6628	31715	C0036472	0
6630	31716	C0041171	0
6632	31717	C0031977	0
9745	31718	C0771607	0
12294	31718	C0697222	0
17893	31718	C4082853	0
6634	31719	C0055121	0
6635	31720	C0106127	0
6636	31721	C0032113	0
6637	31722	C0035031	0
6638	31723	C0054207	0
6639	31723	C0771138	0
6640	31724	C0079594	0
6641	31725	C0010560	0
6642	31726	C0263933	0
6643	31727	C0005301	0
9865	31727	C0282071	0
6644	31728	C0015263	0
6647	31729	C0152070	0
6646	31729	C0162615	0
14646	31730	C2931008	0
6651	31731	C0271693	0
17497	31732	C4039171	0
6653	31733	C0320105	0
6655	31734	C0236040	0
6664	31736	C0385728	0
7753	31736	C0935989	0
7754	31736	C0939537	0
10883	31736	C0906802	0
6667	31737	C0795864	0
15852	31737	C3683846	0
6668	31738	C0076075	0
11361	31738	C0957500	0
6669	31739	C0265205	0
10085	31739	C1406370	0
6672	31740	C0021585	0
6673	31741	C0009995	0
6674	31742	C0339821	0
6675	31743	C0003380	0
6676	31744	C0271140	0
6677	31745	C0002421	0
7857	31745	C0771888	0
11362	31745	C1367795	0
6680	31746	C0032273	0
6681	31747	C0051150	0
6682	31747	C0102130	0
6684	31748	C0032375	0
6685	31749	C0027999	0
6686	31750	C0009073	0
6687	31751	C0059772	0
6688	31752	C0077013	0
12934	31752	C0771040	0
6690	31753	C0064311	0
11363	31753	C0952503	0
9808	31754	C1299007	0
14805	31754	C2756986	0
6694	31755	C0339541	0
12331	31755	C1849394	0
13846	31756	C1840452	0
13601	31757	C2676023	0
6699	31758	C0035891	0
6700	31759	C0026718	0
6701	31760	C0002520	0
6702	31761	C0001898	0
6703	31762	C0004015	0
6704	31763	C0031453	0
6705	31764	C0019602	0
6706	31765	C0022192	0
6707	31766	C0023401	0
6708	31767	C0003995	0
12918	31767	C0772166	0
6709	31768	C0033382	0
6710	31769	C0017797	0
6711	31770	C0036720	0
6712	31771	C0042285	0
6713	31772	C0041485	0
6714	31773	C0019878	0
9723	31774	C1442826	0
6716	31775	C0323152	0
6717	31776	C0323179	0
6719	31777	C0004913	0
6718	31777	C0008785	0
14471	31777	C0277346	0
6721	31778	C0277380	0
6720	31778	C0323140	0
6722	31779	C0040197	0
6724	31780	C0006060	0
6725	31780	C0035584	0
14087	31780	C1320317	0
6726	31781	C0323431	0
6731	31782	C0003235	0
6730	31782	C0003308	0
6733	31783	C0027410	0
14800	31783	C2756979	0
6734	31784	C0085260	0
11364	31784	C0971865	0
6735	31785	C0002563	0
12849	31785	C0600157	0
6737	31786	C0038665	0
6738	31787	C0000402	0
6739	31788	C0000665	0
6740	31789	C0000949	0
6741	31790	C0000959	0
6742	31791	C0001771	0
6743	31792	C0002327	0
11365	31792	C0028114	0
6744	31793	C0002586	0
6746	31794	C0004477	0
6747	31795	C0005027	0
11415	31795	C0005026	0
6748	31796	C0005035	0
6749	31797	C0006403	0
6751	31799	C0011479	0
17144	31799	C0037499	0
6752	31800	C0000378	0
14286	31801	C0056154	0
15672	31801	C0962508	0
6754	31802	C0596087	0
6756	31803	C0758799	0
6757	31804	C0754570	0
6758	31805	C0214192	0
6760	31806	C0338344	0
17517	31806	C0663405	0
6762	31807	C0165479	0
6763	31807	C0245820	0
8569	31807	C0972132	0
20418	31807	C2697919	0
6764	31808	C0115471	0
6766	31809	C0085191	0
6768	31810	C0070570	0
6769	31811	C0055573	0
6772	31812	C0051162	0
11366	31812	C0771403	0
6774	31813	C0053238	0
6775	31814	C0125660	0
6776	31815	C0054085	0
10158	31815	C0956047	0
6780	31817	C0265224	0
6782	31818	C0751919	0
6783	31819	C0000477	0
6784	31820	C0031858	0
6785	31821	C0085491	0
6786	31822	C0086819	0
6787	31823	C0036248	0
6789	31824	C0061887	0
6791	31825	C0034335	0
6794	31826	C0272339	0
6795	31827	C0272340	0
6796	31828	C0272317	0
15424	31828	C3203356	0
6797	31829	C0752378	0
9979	31829	C0969881	0
13196	31829	C0771970	0
6799	31830	C0024200	0
11367	31830	C0949350	0
6801	31831	C0001187	0
11368	31831	C0981809	0
6802	31832	C0002164	0
12916	31832	C0002165	0
6804	31833	C0004962	0
11369	31833	C0982039	0
6805	31834	C0006220	0
9940	31834	C0005647	0
6806	31835	C0006351	0
6807	31836	C0006359	0
6808	31837	C0008283	0
9341	31837	C0600181	0
6809	31838	C0008292	0
6810	31839	C0009137	0
13331	31839	C0304621	0
6811	31840	C0010526	0
6812	31841	C0010637	0
11370	31841	C0887454	0
6813	31842	C0012082	0
6814	31843	C0012390	0
13316	31843	C0813204	0
6815	31844	C0015777	0
6816	31845	C0016282	0
15650	31846	C0917964	0
6818	31847	C0016972	0
10049	31847	C0016971	0
6819	31848	C0027355	0
11371	31848	C0086547	0
6821	31849	C0033850	0
9571	31849	C0319727	0
6823	31850	C0765538	0
6822	31850	C0772505	0
6825	31851	C0446175	0
11727	31851	C1527239	0
6826	31852	C0086335	0
6828	31853	C0322217	0
7378	31853	C0392661	0
6829	31854	C0318290	0
7885	31855	C1112565	0
6830	31856	C0752165	0
6831	31857	C0019378	0
6832	31857	C0276235	0
